"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name","Soil"
"34","ENSMUSG00000026837",1905.804519143,1.00163752386369,0.266326045228689,3.76094468343719,0.000169272864002063,0.0048350783657843,"Col5a1","12831","collagen, type V, alpha 1","Pine"
"35","ENSMUSG00000026890",169.106642043063,1.14120965516435,0.301122805307338,3.78984797913125,0.000150739508703996,0.00446436390853493,"Lhx6","16874","LIM homeobox protein 6","Pine"
"36","ENSMUSG00000035403",92.6294350814269,-1.23672609830219,0.355890498944251,-3.47501858569122,0.000510817958160834,0.010417269109852,"Crb2","241324","crumbs family member 2","Pine"
"37","ENSMUSG00000075304",80.1491086942777,1.03299732138295,0.32466668734556,3.1817163929833,0.00146405106620675,0.0214287143225178,"Sp5","64406","trans-acting transcription factor 5","Pine"
"38","ENSMUSG00000081487",22.7596392683364,-1.27712401960415,0.400753193262318,-3.18680934070111,0.00143851566980924,0.0211577963219826,"Gm13689","100416042","N-glycanase 1 pseudogene","Pine"
"39","ENSMUSG00000045392",23.4062911807226,-1.40909237314601,0.366128043280705,-3.84863273656884,0.000118778930233992,0.00385345002838019,"Olfr1033","258571","olfactory receptor 1033","Pine"
"40","ENSMUSG00000016458",208.112034169733,-1.4677689729144,0.342544948528277,-4.28489452032667,1.82825907860042e-05,0.00105970173501261,"Wt1","22431","Wilms tumor 1 homolog","Pine"
"41","ENSMUSG00000074981",116.161595656083,-1.3583278454176,0.471859631069729,-2.87866932447306,0.00399356832072166,0.0412443232936213,"Dcdc5","329482","doublecortin domain containing 5","Pine"
"42","ENSMUSG00000074971",823.268716415935,-1.16351568175251,0.329432648739436,-3.53187726293878,0.000412620822002461,0.00900685031336483,"Fibin","67606","fin bud initiation factor homolog (zebrafish)","Pine"
"43","ENSMUSG00000040035",297.965197812677,1.85852024054038,0.45970063138495,4.04289251233172,5.27958274335603e-05,0.00219127470622718,"Disp2","214240","dispatched RND tramsporter family member 2","Pine"
"44","ENSMUSG00000027254",398.613619223559,1.07365620441404,0.237372600310739,4.52308397434474,6.09450461588624e-06,0.000513097012454969,"Map1a","17754","microtubule-associated protein 1 A","Pine"
"45","ENSMUSG00000053615",16.9014095087294,1.27732449828559,0.486477371706336,2.62566066291086,0.00864809850782584,0.0665295126137159,NA,NA,NA,"Pine"
"46","ENSMUSG00000043110",782.966555725864,-1.10004418943309,0.259623699436105,-4.23707154555748,2.26453993329423e-05,0.00122444435965062,"Lrrn4","320974","leucine rich repeat neuronal 4","Pine"
"47","ENSMUSG00000037279",80.600745357097,-1.02188022207136,0.346104759321559,-2.95251710515183,0.00315194606789818,0.0358620067094644,"Ovol2","107586","ovo like zinc finger 2","Pine"
"48","ENSMUSG00000081087",20.2206633106503,-1.61804698311021,0.350198546171839,-4.62037036075029,3.83055634640056e-06,0.00037418821414756,"Rps15a-ps7","100043843","ribosomal protein S15A, pseudogene 7","Pine"
"49","ENSMUSG00000037813",44.8936008660415,1.05278023253954,0.298523200066921,3.52662785439635,0.000420887896350894,0.00911975354825999,"D630003M21Rik","228846","RIKEN cDNA D630003M21 gene","Pine"
"50","ENSMUSG00000044349",366.204245708325,-1.44888419570987,0.542439752705658,-2.67105091115266,0.00756141773583414,0.0614399940198913,"Snhg11","319317","small nucleolar RNA host gene 11","Pine"
"51","ENSMUSG00000042845",24.775108095991,1.3757237886534,0.547073816048089,2.51469499781812,0.0119135399729073,0.0814552591883119,"Wfdc12","192200","WAP four-disulfide core domain 12","Pine"
"52","ENSMUSG00000076434",31.75408436443,-1.00716678330144,0.382116554356258,-2.63575804769356,0.0083949567397116,0.0656306003272665,"Wfdc3","71856","WAP four-disulfide core domain 3","Pine"
"53","ENSMUSG00000017737",346.875489547797,1.63104054117441,0.397946459782456,4.09864317442616,4.15579137469906e-05,0.00185551887111248,"Mmp9","17395","matrix metallopeptidase 9","Pine"
"54","ENSMUSG00000016349",70.6730484717801,1.04451422190145,0.34849123712206,2.99724673288014,0.00272430122194065,0.0327230773812042,"Eef1a2","13628","eukaryotic translation elongation factor 1 alpha 2","Pine"
"55","ENSMUSG00000084616",17.5311020940671,-1.04354472883434,0.435836789836822,-2.39434750156141,0.0166499656263956,0.0991873457682953,"LOC115489189","115489189","U6 spliceosomal RNA","Pine"
"56","ENSMUSG00000085611",15.5802428387232,-1.09666958509701,0.428986408825091,-2.55642034930796,0.0105755279491174,0.0759179495202377,NA,NA,NA,"Pine"
"57","ENSMUSG00000037010",670.87801984897,1.11297587360559,0.314407977099873,3.53990978178028,0.000400263836804009,0.00882427044704698,"Apln","30878","apelin","Pine"
"58","ENSMUSG00000037005",254.623351055829,1.1088149191739,0.260126341425335,4.26260144627516,2.02060717430957e-05,0.00113058086863821,"Xpnpep2","170745","X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound","Pine"
"59","ENSMUSG00000031132",23.2171230343382,1.23551483753779,0.359353126032369,3.43816360018668,0.000585673737702672,0.0112802803445762,"Cd40lg","21947","CD40 ligand","Pine"
"60","ENSMUSG00000046699",36.4234554836862,-1.69877529192325,0.426632019545237,-3.9818279315604,6.83872830033425e-05,0.00264721551671274,"Slitrk4","245446","SLIT and NTRK-like family, member 4","Pine"
"61","ENSMUSG00000031340",171.869234529984,-1.20306259510422,0.391948914955691,-3.06943723837128,0.00214462461594201,0.0276791959021629,"Gabre","14404","gamma-aminobutyric acid (GABA) A receptor, subunit epsilon","Pine"
"62","ENSMUSG00000057836",11.0582331343879,-2.25275691150311,0.745498492781767,-3.02181283170289,0.00251265858940172,0.0309375463225708,"Xlr3a","22445","X-linked lymphocyte-regulated 3A","Pine"
"63","ENSMUSG00000031258",33.126356735427,1.10006919819424,0.363741889327667,3.02431265265485,0.00249198760527207,0.0308333329942725,"Xkrx","331524","X-linked Kx blood group related, X-linked","Pine"
"64","ENSMUSG00000072966",29.5386414370005,-1.42035690931915,0.533682024522385,-2.66142917328027,0.00778097090010027,0.0624490905513722,"Gprasp2","245607","G protein-coupled receptor associated sorting protein 2","Pine"
"65","ENSMUSG00000047844",363.653828404646,-1.19925319725665,0.389608503203569,-3.07809810975826,0.00208326316442641,0.027143829042169,"Bex4","406217","brain expressed X-linked 4","Pine"
"66","ENSMUSG00000031271",17.5731325609456,-2.02400851196809,0.580390562089413,-3.48732154548075,0.000487884396760059,0.00999569411253141,"Serpina7","331535","serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7","Pine"
"67","ENSMUSG00000086807",100.108512121186,-1.12594582259569,0.328750349769703,-3.42492661493575,0.000614965505248494,0.0117294553379705,"Platr21","78526","pluripotency associated transcript 21","Pine"
"68","ENSMUSG00000031431",5805.3174654893,-1.08265254685209,0.238528984678855,-4.53887207170956,5.65559327625563e-06,0.000485494218198987,"Tsc22d3","14605","TSC22 domain family, member 3","Pine"
"69","ENSMUSG00000031283",219.762536053705,-1.17291302121398,0.46987847087954,-2.49620506983108,0.0125530007674946,0.0842633282346512,"Chrdl1","83453","chordin-like 1","Pine"
"70","ENSMUSG00000097365",24.2166904102821,-1.80635064710175,0.528465521319871,-3.41810501201722,0.000630587720115175,0.0120015301177141,"C030034L19Rik","320088","RIKEN cDNA C030034L19 gene","Pine"
"71","ENSMUSG00000062515",458.602309572562,-1.07188780227036,0.365604365793455,-2.93182440517113,0.00336977218615855,0.0373953573662935,"Fabp4","11770","fatty acid binding protein 4, adipocyte","Pine"
"72","ENSMUSG00000103738",14.4711075225255,-2.08721535935712,0.555888715090936,-3.75473597987266,0.000173524292869655,0.0049133532754083,NA,NA,NA,"Pine"
"73","ENSMUSG00000086392",21.6548819894573,-1.01681175061229,0.412038826222889,-2.46775712845628,0.013596253383443,0.0890023532294172,"Mccc1os","654424","methylcrotonoyl-Coenzyme A carboxylase 1 (alpha), opposite strand","Pine"
"74","ENSMUSG00000033752",62.8036218887059,-1.2463984461944,0.435904431494128,-2.85933878194857,0.0042452514162382,0.0427450400287629,"Mnd1","76915","meiotic nuclear divisions 1","Pine"
"75","ENSMUSG00000105843",192.411179283321,-1.32604073749553,0.506022168427398,-2.62051906068971,0.00877960220141458,0.0672291669654444,NA,NA,NA,"Pine"
"76","ENSMUSG00000043165",20.5010866877884,-1.13176992472944,0.380848654335633,-2.97170519534522,0.00296150901019731,0.0345626672008572,"Lor","16939","loricrin","Pine"
"77","ENSMUSG00000091405",46.6273296076257,-1.16399692311526,0.426678881244199,-2.72803969046004,0.00637119415384454,0.0553286266375861,"H4c14","97122","H4 clustered histone 14","Pine"
"78","ENSMUSG00000050936",154.820017975051,-1.13482111368964,0.415037754622974,-2.7342599583995,0.00625206626161081,0.0549144478745855,NA,NA,NA,"Pine"
"79","ENSMUSG00000049097",12.1480268870439,1.43036983572634,0.562884062411111,2.54114467124785,0.0110490190490697,0.078094350494699,"Ankrd34a","545554","ankyrin repeat domain 34A","Pine"
"80","ENSMUSG00000027875",488.112316545979,-1.5288418360863,0.488945654031348,-3.12681342697502,0.00176712031570773,0.0243598168744406,"Hmgcs2","15360","3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2","Pine"
"81","ENSMUSG00000104943",82.1874146902738,-1.23571348871317,0.366627029860409,-3.37049204796401,0.000750340715815011,0.0135099533567466,NA,NA,NA,"Pine"
"82","ENSMUSG00000086564",118.569893519033,1.16172485035729,0.397708669673457,2.92104482235989,0.00348859633249548,0.0381930033638205,"Cd101","630146","CD101 antigen","Pine"
"83","ENSMUSG00000106063",28.6706345778436,-1.71686375073381,0.663859340222044,-2.58618602874452,0.00970445384166975,0.0714042648250366,NA,NA,NA,"Pine"
"84","ENSMUSG00000106432",13.1001383325433,-1.27372575137108,0.532758077814263,-2.39081452616688,0.0168110430003895,0.0997721741853486,NA,NA,NA,"Pine"
"85","ENSMUSG00000105304",30.8364235919308,-1.03429459626928,0.297903875603422,-3.47190715184306,0.000516775035036598,0.0105024130971058,NA,NA,NA,"Pine"
"86","ENSMUSG00000027896",35.8222788019588,-1.22874290125173,0.347977289259733,-3.53110084817802,0.000413833933231988,0.00901108100181623,"Slc16a4","229699","solute carrier family 16 (monocarboxylic acid transporters), member 4","Pine"
"87","ENSMUSG00000103761",43.7146180255904,-1.4511032676418,0.50992625174545,-2.84571202732699,0.00443122481820068,0.0438052898493423,NA,NA,NA,"Pine"
"88","ENSMUSG00000074264",70.267708526465,-1.22023871957898,0.458632401840276,-2.66060294624351,0.00780008784642504,0.0625457384184313,"Amy1","11722","amylase 1, salivary","Pine"
"89","ENSMUSG00000106073",114.630359433937,-1.35827040967293,0.538302768920239,-2.52324618800945,0.0116276965281816,0.0803055011792613,NA,NA,NA,"Pine"
"90","ENSMUSG00000104869",17.3445836834847,-1.40881651620144,0.512018675969444,-2.75149439331294,0.00593240353236384,0.0530411840121251,NA,NA,NA,"Pine"
"91","ENSMUSG00000105378",20.2574448231674,-1.35733983279745,0.507699561454519,-2.67350995716597,0.00750620478239664,0.061188200441473,NA,NA,NA,"Pine"
"92","ENSMUSG00000106596",23.0368718061479,-1.04805162723125,0.404488547689034,-2.59105389563952,0.00956825052666433,0.0707850366368,NA,NA,NA,"Pine"
"93","ENSMUSG00000090066",23.402758229691,1.34238654790116,0.340269447110249,3.94506929523479,7.9776904968459e-05,0.00289884577378969,"1110002E22Rik","102634333","RIKEN cDNA 1110002E22 gene","Pine"
"94","ENSMUSG00000028217",24.8838279175169,1.51730581436255,0.598031147529508,2.53716854152264,0.0111753137780188,0.0786213493725795,"Cdh17","12557","cadherin 17","Pine"
"95","ENSMUSG00000086587",24.3818324798412,-1.18597835157526,0.349495618339473,-3.39339977196308,0.000690308148365896,0.0128398239821593,"Gm11837","100038514","predicted gene 11837","Pine"
"96","ENSMUSG00000073988",159.022083877528,-1.11805914138951,0.342440459342833,-3.26497383964251,0.00109474186836763,0.0176990307058199,"Ttpa","50500","tocopherol (alpha) transfer protein","Pine"
"97","ENSMUSG00000028415",18.1491127647711,-1.77737656569778,0.556901142063917,-3.19154771188059,0.00141512736476338,0.0209186912926918,"Spink4","20731","serine peptidase inhibitor, Kazal type 4","Pine"
"98","ENSMUSG00000014030",361.645938048444,1.3545251800586,0.258248987259196,5.24503578671968,1.56251995623616e-07,3.83707157586273e-05,"Pax5","18507","paired box 5","Pine"
"99","ENSMUSG00000035615",25.3014819189936,1.15385603690091,0.309508701434489,3.72802454843142,0.000192986583453957,0.00525400908050238,"Frmpd1","666060","FERM and PDZ domain containing 1","Pine"
"100","ENSMUSG00000028339",248.645602470835,1.38223604403975,0.20909855411878,6.61045242452782,3.83147240104408e-11,6.77442635228604e-08,"Col15a1","12819","collagen, type XV, alpha 1","Pine"
"101","ENSMUSG00000086712",19.3386854372531,1.35016576342731,0.463768342191526,2.9112935071142,0.00359935731084228,0.0389236921180443,"Mexis","381524","macrophage expressed LXRa(NR1H3)-dependent amplifier of Abca1 transcription lncRNA","Pine"
"102","ENSMUSG00000028364",1328.08529118208,1.49024205588885,0.590181059559552,2.52505910135612,0.0115678833199407,0.0800720123499403,"Tnc","21923","tenascin C","Pine"
"103","ENSMUSG00000028655",78.4957154899216,1.07806924634567,0.377223116162685,2.85790875520135,0.00426442997187135,0.0428649154818973,"Mfsd2a","76574","major facilitator superfamily domain containing 2A","Pine"
"104","ENSMUSG00000028871",410.816003000389,-1.27266268386638,0.27244686466562,-4.67123262889574,2.9939762902752e-06,0.000315098183264023,"Rspo1","192199","R-spondin 1","Pine"
"105","ENSMUSG00000062545",134.341421805962,1.29302355383013,0.384884837186391,3.3595076472289,0.000780814902540046,0.013888921822747,"Tlr12","384059","toll-like receptor 12","Pine"
"106","ENSMUSG00000050493",70.5942298477738,1.22733477997235,0.289471944740616,4.23990926330396,2.23610155819531e-05,0.00122026270526084,"Fam167b","230766","family with sequence similarity 167, member B","Pine"
"107","ENSMUSG00000028862",660.570766690594,-1.06936876260336,0.30218146659288,-3.53882974578348,0.000401904974461876,0.00883803677937444,"Map3k6","53608","mitogen-activated protein kinase kinase kinase 6","Pine"
"108","ENSMUSG00000028763",3910.4943732114,1.05827227165864,0.241193022279882,4.38765707919452,1.1457823939778e-05,0.000767370398027331,"Hspg2","15530","perlecan (heparan sulfate proteoglycan 2)","Pine"
"109","ENSMUSG00000025328",26.1909908634398,1.02327206262807,0.406682635132713,2.51614397623382,0.0118646703711732,0.081327594455502,"Padi3","18601","peptidyl arginine deiminase, type III","Pine"
"110","ENSMUSG00000040740",147.155174009995,-1.32894592042874,0.49417776067909,-2.6892062455472,0.00716221529158268,0.0595930016802228,"Slc25a34","384071","solute carrier family 25, member 34","Pine"
"111","ENSMUSG00000029005",52.9800938414759,1.10722151766862,0.438533157476204,2.52482964809498,0.0115754385191635,0.0800725072211775,"Draxin","70433","dorsal inhibitory axon guidance protein","Pine"
"112","ENSMUSG00000028989",121.984172289375,-1.49875804053331,0.461103162052322,-3.25037467507813,0.0011525305426947,0.0183419374665932,"Angptl7","654812","angiopoietin-like 7","Pine"
"113","ENSMUSG00000028996",89.7252561703528,-1.36194648780058,0.51877606066047,-2.62530712397686,0.00865708407334464,0.0665503928264376,"Rbp7","63954","retinol binding protein 7, cellular","Pine"
"114","ENSMUSG00000086549",60.4343902028566,-1.3529713447528,0.531751976586445,-2.54436542660007,0.0109476487050856,0.0777995887277407,"Gm13648","100415901","predicted gene 13648","Pine"
"115","ENSMUSG00000104867",14.4308092086053,-1.38747176742912,0.485418187057479,-2.85830198460369,0.00425914842668761,0.0428361793698883,NA,NA,NA,"Pine"
"116","ENSMUSG00000029163",2444.46906905516,1.04648418966406,0.28029837035636,3.73346512266056,0.00018886335708116,0.00521761499021514,"Emilin1","100952","elastin microfibril interfacer 1","Pine"
"117","ENSMUSG00000006642",78.5749775787138,-1.68168686910573,0.463317765745904,-3.62966195867399,0.000283792625701677,0.00679910218838937,"Tcf23","69852","transcription factor 23","Pine"
"118","ENSMUSG00000104547",11.682557566175,-1.30641612724323,0.52754230519211,-2.4764196432881,0.0132707494681759,0.0874543873823397,NA,NA,NA,"Pine"
"119","ENSMUSG00000105519",25.9214580130743,-1.11787065709704,0.444678170228707,-2.51388696801126,0.0119408697861435,0.0815475159091552,NA,NA,NA,"Pine"
"120","ENSMUSG00000105136",35.6825390372032,-1.61529085923432,0.415524617621328,-3.88735297677682,0.000101343332617419,0.0034636357911974,NA,NA,NA,"Pine"
"121","ENSMUSG00000029088",29.6489177635346,-1.35212416813915,0.478349902251079,-2.82664250954408,0.00470388084737111,0.0455972134113863,"Kcnip4","80334","Kv channel interacting protein 4","Pine"
"122","ENSMUSG00000105700",20.4047416538196,-1.72508100790447,0.477448062554762,-3.61312809329205,0.000302525157241184,0.00718943565751006,NA,NA,NA,"Pine"
"123","ENSMUSG00000105694",14.4791094092322,-1.14460289804012,0.432776900015439,-2.64478741355947,0.00817422540017358,0.0646081713457617,NA,NA,NA,"Pine"
"124","ENSMUSG00000106732",16.8891883917075,-1.61113050150321,0.394792875367686,-4.08095130896853,4.48517510255072e-05,0.00193893352049387,NA,NA,NA,"Pine"
"125","ENSMUSG00000107091",45.8549939772316,-1.0635841386002,0.397390525781485,-2.6764204720498,0.0074413223661529,0.0608714410331677,NA,NA,NA,"Pine"
"126","ENSMUSG00000106706",22.7472818692854,-1.44453566029351,0.509167662462322,-2.83705303142736,0.00455320486177304,0.0446259507544396,NA,NA,NA,"Pine"
"127","ENSMUSG00000106749",37.918244805077,-1.61770763651583,0.505726124841068,-3.19878202262977,0.00138009473757146,0.0206286626736474,NA,NA,NA,"Pine"
"128","ENSMUSG00000050010",13.1502433849036,1.69975302106387,0.530977824669155,3.20117515665172,0.00136868304541755,0.0205333402989684,"Shisa3","330096","shisa family member 3","Pine"
"129","ENSMUSG00000037653",50.8806197303024,-1.14564436038405,0.300769538624239,-3.80904384674187,0.000139505219882423,0.00424877453163901,"Kctd8","243043","potassium channel tetramerisation domain containing 8","Pine"
"130","ENSMUSG00000106993",11.9838259336772,-1.29586051775013,0.531552392317241,-2.43787919399813,0.0147737103259681,0.0928221946247169,NA,NA,NA,"Pine"
"131","ENSMUSG00000029273",301.995411868769,-1.6606106457837,0.583186429095826,-2.84747820411101,0.00440671116650313,0.043698855936591,"Sult1d1","53315","sulfotransferase family 1D, member 1","Pine"
"132","ENSMUSG00000035456",64.4824299252255,1.18049308833193,0.373855057461884,3.15762235863905,0.00159061467706337,0.0226438471056019,"Prdm8","77630","PR domain containing 8","Pine"
"133","ENSMUSG00000029320",11.8595625268319,-1.58872278054624,0.505194948203585,-3.14477170881372,0.0016621648110285,0.0233058969260864,"1700016H13Rik","74218","RIKEN cDNA 1700016H13 gene","Pine"
"134","ENSMUSG00000072769",29.6169684205264,-1.52754499416482,0.382792218130891,-3.99053304067559,6.59249639437513e-05,0.00258452170175048,NA,NA,NA,"Pine"
"135","ENSMUSG00000072720",35.2806144889613,1.04716284191836,0.412364169651647,2.53941277876535,0.0111038728421821,0.0783117573684174,"Myo18b","74376","myosin XVIIIb","Pine"
"136","ENSMUSG00000092183",11.1351332870089,1.57563012414648,0.514382525336601,3.06314862293469,0.00219021252494799,0.0280901960367317,"4930515G01Rik","67642","RIKEN cDNA 4930515G01 gene","Pine"
"137","ENSMUSG00000086368",25.8835693135725,-1.54376978446713,0.40727018491426,-3.79052982921432,0.000150326277176677,0.00446436390853493,NA,NA,NA,"Pine"
"138","ENSMUSG00000087516",230.291922968421,-1.33004126244339,0.439293901208193,-3.02767978063291,0.00246439076241554,0.0306419782491344,"AW549542","100993","expressed sequence AW549542","Pine"
"139","ENSMUSG00000029603",193.213642158209,1.07621764883557,0.19795335188866,5.43672354404434,5.42692408400995e-08,1.84525855248808e-05,"Dtx1","14357","deltex 1, E3 ubiquitin ligase","Pine"
"140","ENSMUSG00000105434",54.3364218360452,-1.00826669048991,0.362038343909184,-2.7849721098681,0.00535323273761903,0.0500798022176184,NA,NA,NA,"Pine"
"141","ENSMUSG00000104951",18.3654779289455,-1.51398730465506,0.476532801740223,-3.17708938215002,0.0014876118056107,0.021701703246702,NA,NA,NA,"Pine"
"142","ENSMUSG00000081683",10.6673395783743,2.04975841367037,0.611155300258593,3.35390761203097,0.000796789617708705,0.0141304285162564,"Fzd10","93897","frizzled class receptor 10","Pine"
"143","ENSMUSG00000029420",87.9970700716578,-1.18228562363383,0.434374695856604,-2.72181053572265,0.00649253536764909,0.0560520106618182,"Rimbp2","231760","RIMS binding protein 2","Pine"
"144","ENSMUSG00000042985",2167.42686724852,-1.42299569867048,0.273989793344013,-5.19360842352185,2.06256729625292e-07,4.73613667078544e-05,"Upk3b","100647","uroplakin 3B","Pine"
"145","ENSMUSG00000001739",293.635091231282,-1.13034179072006,0.231465795766348,-4.88340744677923,1.04268102720842e-06,0.00014988327839083,"Cldn15","60363","claudin 15","Pine"
"146","ENSMUSG00000029727",25.3056289705138,-1.84543679203359,0.49760838119038,-3.70861276013665,0.000208397852659023,0.00549385921658059,"Cyp3a13","13113","cytochrome P450, family 3, subfamily a, polypeptide 13","Pine"
"147","ENSMUSG00000068794",26.0879187880865,1.26392309088037,0.373898667948401,3.38038939217294,0.000723832021145,0.0132211507911826,"Col28a1","213945","collagen, type XXVIII, alpha 1","Pine"
"148","ENSMUSG00000046178",11.028740452792,-1.90992625306418,0.623875417159863,-3.06139046439584,0.0022031158444354,0.0282065830886765,"Nxph1","18231","neurexophilin 1","Pine"
"149","ENSMUSG00000043421",1586.07338421487,-1.48619112563322,0.383069419253144,-3.87969138473855,0.000104589080849025,0.0035232171572756,"Hilpda","69573","hypoxia inducible lipid droplet associated","Pine"
"150","ENSMUSG00000079652",61.7031937475834,-1.53834582295601,0.457159235576468,-3.36501092669863,0.000765406278496834,0.0137392369645711,"Fam71f2","245884","family with sequence similarity 71, member F2","Pine"
